144,768,624,688,64,576,512,640,128,224,96,192,96,800,704,785,81,416,335,575,240,208,-32,64,96,224,128,224,96,320,224,352,128,144,16,160,144,176,32,144,112,304,192,288,96,378.1818181818182,257.3636363636364,373.8181818181818,118.75,4256,1638574775971,11
144,720,576,624,48,688,640,736,96,160,64,128,64,977,913,976,63,223,160,352,192,176,-16,64,80,192,112,208,96,304,208,352,144,160,16,160,144,145,1,128,127,335,208,304,96,370.90909090909093,262,366.54545454545456,107.83333333333333,4176,1638574784291,11
144,208,64,144,80,240,160,288,128,224,96,192,96,800,704,768,64,240,176,368,192,160,-32,48,80,176,96,176,80,240,160,288,128,144,16,144,128,144,16,176,160,352,192,288,96,266.1818181818182,149.8181818181818,261.8181818181818,114.66666666666667,3024,1638574790499,11
144,848,704,768,64,208,144,256,112,192,80,160,80,240,160,224,64,480,416,656,240,208,-32,48,80,225,145,240,95,303,208,336,128,160,32,176,144,256,112,224,112,256,144,240,96,306.90909090909093,192.0909090909091,302.54545454545456,113.25,3472,1638574794515,11
128,1040,912,992,80,496,416,544,128,224,96,192,96,400,304,368,64,352,288,544,256,176,-80,16,96,177,81,160,79,239,160,288,128,160,32,176,144,128,-16,80,96,256,160,256,96,331.6363636363636,213.9090909090909,328.72727272727275,115.91666666666667,3744,1638574798787,11
128,304,176,240,64,369,305,432,127,159,32,112,80,240,160,224,64,848,784,992,208,160,-48,16,64,176,112,192,80,256,176,304,128,144,16,160,144,145,1,112,111,351,240,320,80,286.54545454545456,177.63636363636363,282.1818181818182,106.5,3232,1638574803155,11
127,447,320,384,64,224,160,304,144,176,32,144,112,1761,1649,1728,79,576,497,720,223,175,-48,48,96,208,112,192,80,240,160,302,142,158,16,176,160,144,-16,96,112,320,208,288,80,402.6363636363636,280.90909090909093,398.3636363636364,118.25,4509,1638574807748,11
144,960,816,880,64,144,80,224,144,240,96,208,112,848,736,800,64,208,144,320,176,160,-16,80,96,160,64,176,112,272,160,320,160,144,-16,160,176,160,-16,112,128,272,144,240,96,324.3636363636364,199.27272727272728,320,122.66666666666667,3664,1638574820529,11
128,464,336,400,64,176,112,224,112,192,80,192,112,800,688,768,80,528,448,624,176,160,-16,80,96,176,80,160,80,240,160,272,112,128,16,176,160,144,-16,96,112,304,192,272,80,301.09090909090907,189.0909090909091,296.72727272727275,109.33333333333333,3392,1638574825297,11
112,464,352,416,64,176,112,224,112,144,32,128,96,592,496,560,64,272,208,400,192,176,-16,80,96,208,112,192,80,272,192,352,160,161,1,144,143,159,16,128,112,672,560,640,80,299.6363636363636,187.72727272727272,296.72727272727275,109.25,3376,1638574829697,11
128,464,336,400,64,176,112,240,128,160,32,128,96,624,528,592,64,304,240,432,192,176,-16,48,64,160,96,176,80,272,192,336,144,145,1,128,127,128,1,96,95,271,176,272,96,261.8181818181818,154.36363636363637,258.90909090909093,106.5,2976,1638574833841,11
128,368,240,304,64,688,624,736,112,192,80,176,96,912,816,880,64,176,112,336,224,176,-48,32,80,208,128,224,96,352,256,416,160,161,1,128,127,143,16,176,160,384,224,320,96,341.8181818181818,222.63636363636363,338.90909090909093,117.25,3856,1638574837313,11
